date, pm25, pm10, o3, no2, so2
2014/8/1, , 17, 42, 7, 1
2014/8/2, , 32, 35, 5, 
2014/8/3, , 16, 35, 5, 
2014/8/4, , 9, 40, 6, 
2014/8/5, , 9, 41, 8, 
2014/8/6, , 12, 34, 11, 
2014/8/7, , 15, 36, 9, 
2014/8/8, , 13, 33, 6, 
2014/8/9, , 10, 32, 5, 
2014/8/10, , 10, 27, 6, 
2014/8/11, , 10, 34, 7, 
2014/8/12, , 10, 33, 10, 
2014/8/13, , 13, 28, 7, 
2014/8/14, , 9, 27, 7, 
2014/8/15, , 7, 29, 5, 
2014/8/16, , 6, 15, 5, 
2014/8/18, , 10, 31, 7, 
2014/8/19, , 10, 27, 9, 
2014/8/20, , 11, 36, 9, 
2014/8/21, , 12, 38, 11, 
2014/8/22, , 13, 27, 11, 
2014/8/23, , 14, 21, 8, 
2014/8/24, , 12, 23, 12, 1
2014/8/25, , 10, 23, 10, 
2014/8/26, , 9, 24, 6, 
2014/8/27, , 7, 33, 11, 
2014/8/28, , 9, 18, 15, 
2014/8/29, , 12, 30, 9, 
2014/8/30, , 10, 21, 9, 
2014/8/31, , 10, 26, 7, 
2014/9/1, , 8, 32, 10, 
2014/9/2, , 10, 20, 8, 
2014/9/3, , 11, 24, 8, 
2014/9/4, , 13, 31, 11, 
2014/9/5, , 15, 40, 13, 
2014/9/6, , 15, 43, 12, 
2014/9/7, , 15, 43, 12, 
2014/9/8, , 15, 36, 15, 
2014/9/9, , 16, 34, 11, 
2014/9/10, , 14, 27, 10, 
2014/9/11, , 17, 21, 11, 
2014/9/12, , 12, 26, 8, 
2014/9/13, , 8, 36, 10, 
2014/9/14, , 9, 28, 10, 
2014/9/15, , 12, 33, 16, 
2014/9/16, , 17, 24, 16, 
2014/9/17, , 17, 14, 18, 
2014/9/18, , 16, 20, 20, 
2014/9/19, , 18, 29, 15, 
2014/9/20, , 14, 28, 7, 
2014/9/21, , 8, 26, 7, 6
2014/9/22, , 8, 27, 10, 4
2014/9/23, , 13, 23, 12, 
2014/9/24, , 13, 26, 10, 
2014/9/25, , 15, 11, 15, 
2014/9/26, , 16, 28, 19, 1
2014/9/27, , 16, 25, 11, 
2014/9/28, , 13, 16, 16, 
2014/9/29, , 16, 11, 17, 
2014/9/30, , 13, 17, 15, 
2014/4/1, , 22, 44, 18, 1
2014/4/2, , 23, 17, 23, 2
2014/4/3, , 24, 23, 31, 
2014/4/4, , 34, 11, 20, 1
2014/4/5, , 33, 7, 15, 1
2014/4/6, , 30, 28, 16, 
2014/4/7, , 19, 24, 15, 
2014/4/8, , 14, 38, 11, 1
2014/4/9, , 10, 33, 16, 1
2014/4/10, , 13, 33, 16, 1
2014/4/11, , 13, 42, 13, 
2014/4/12, , 17, 46, 9, 
2014/4/13, , 20, 36, 10, 
2014/4/14, , 14, 31, 9, 
2014/4/15, , 13, 34, 6, 
2014/4/16, , 12, 32, 9, 1
2014/4/17, , 12, 35, 16, 1
2014/4/18, , 13, 24, 10, 1
2014/4/19, , 11, , , 
2014/4/21, , 14, 39, 10, 
2014/4/22, , 11, 45, 14, 1
2014/4/23, , 12, 48, 10, 1
2014/4/24, , 10, 43, 10, 
2014/4/25, , 14, 38, 8, 
2014/4/26, , 12, 37, 5, 
2014/4/27, , 8, 26, 6, 
2014/4/28, , 5, 27, 7, 
2014/4/29, , 6, 28, 12, 1
2014/4/30, , 9, 27, 9, 
2014/5/1, , 8, 27, 7, 
2014/5/2, , 9, 22, 11, 
2014/5/3, , 10, 39, 6, 
2014/5/4, , 14, 37, 10, 1
2014/5/5, , 13, 44, 16, 1
2014/5/6, , 12, 40, 8, 
2014/5/7, , 10, 35, 8, 
2014/5/8, , 8, 31, 7, 
2014/5/9, , 8, 37, 6, 
2014/5/10, , 7, 37, 3, 
2014/5/11, , 7, 31, 3, 
2014/5/12, , 6, 30, 5, 
2014/5/13, , 6, 30, 7, 
2014/5/14, , 7, 31, 9, 
2014/5/15, , 9, 36, 9, 
2014/5/16, , 10, 41, 6, 
2014/5/17, , 9, 45, 11, 1
2014/5/18, , 13, 49, 12, 1
2014/5/19, , 13, 55, 13, 
2014/5/20, , 11, 47, 16, 
2014/5/21, , 13, 41, 12, 
2014/5/22, , 23, 44, 7, 
2014/5/23, , 18, 43, 7, 
2014/5/24, , 9, 47, 6, 
2014/5/25, , 10, 39, 6, 
2014/5/26, , 12, 28, 8, 
2014/5/27, , 11, 34, 6, 
2014/5/28, , 11, 40, 10, 
2014/5/29, , 14, 30, 6, 
2014/5/30, , 11, 40, 7, 
2014/5/31, , 12, 46, 10, 1
2014/6/1, , 16, 44, 11, 
2014/6/2, , 12, 49, 9, 
2014/6/3, , 12, 34, 7, 
2014/6/4, , 13, 38, 5, 
2014/6/5, , 11, 46, 11, 1
2014/6/6, , 12, 51, 14, 
2014/6/7, , 17, 53, 11, 
2014/6/8, , 22, 50, 10, 
2014/6/9, , 28, 58, 6, 
2014/6/10, , 23, 67, 8, 
2014/6/11, , 19, 60, 8, 
2014/6/12, , 17, 50, 10, 
2014/6/13, , 18, 37, 8, 
2014/6/14, , 15, 40, 4, 
2014/6/15, , 11, 46, 5, 
2014/6/16, , 9, 43, 6, 
2014/6/17, , 10, 55, 6, 
2014/6/18, , 13, 49, 9, 
2014/6/19, , 15, 36, 10, 
2014/6/20, , 16, 43, 7, 
2014/6/21, , 13, 51, 6, 
2014/6/22, , 14, 43, 7, 
2014/6/23, , 14, 43, 10, 
2014/6/24, , 11, 40, 9, 
2014/6/25, , 12, 53, 9, 
2014/6/26, , 14, 55, 12, 
2014/6/27, , 16, 45, 9, 
2014/6/28, , 16, 34, 5, 
2014/6/29, , 10, 32, 4, 
2014/6/30, , 7, 43, 9, 
2014/1/7, , 7, 8, 24, 2
2014/1/8, , 10, 9, 23, 2
2014/1/10, , 13, 26, 12, 
2014/1/11, , 8, 2, 20, 1
2014/1/12, , 13, 13, 19, 1
2014/1/13, , 22, 9, 11, 
2014/1/14, , 20, 14, 17, 
2014/1/15, , 15, 14, 17, 1
2014/1/16, , 9, 14, 21, 1
2014/1/17, , 13, 16, 21, 1
2014/1/18, , 13, 5, 20, 1
2014/1/19, , 21, 2, 16, 
2014/1/20, , 16, 1, 16, 1
2014/1/21, , 18, 9, 14, 
2014/1/22, , 13, 5, 16, 
2014/1/23, , 12, 12, 18, 1
2014/1/24, , 20, 23, 14, 1
2014/1/25, , 13, 12, 18, 1
2014/1/26, , 14, 29, 12, 1
2014/1/27, , 14, 26, 7, 
2014/1/28, , 7, 23, 11, 
2014/1/29, , 6, 9, 19, 1
2014/1/30, , 12, 1, 22, 2
2014/1/31, , 22, 4, 25, 2
2014/2/1, , 32, 13, 28, 2
2014/2/2, , 34, 16, 19, 1
2014/2/3, , 18, 12, 12, 
2014/2/4, , 11, 3, 18, 1
2014/2/5, , 20, 28, 22, 1
2014/2/6, , 27, 21, 15, 1
2014/2/7, , 12, 25, 22, 1
2014/2/8, , 11, 18, 15, 1
2014/2/9, , 8, 31, 10, 1
2014/2/10, , 6, 24, 12, 1
2014/2/11, , 7, 22, 13, 
2014/2/12, , 8, 18, 18, 1
2014/2/13, , 10, 31, 17, 1
2014/2/14, , 9, 28, 10, 
2014/2/15, , 5, 28, 20, 1
2014/2/16, , 10, 27, 12, 1
2014/2/17, , 8, 20, 12, 
2014/2/18, , 8, 3, 24, 1
2014/2/19, , 16, 3, 28, 2
2014/2/20, , 24, 21, 23, 1
2014/2/21, , 19, 23, 15, 
2014/2/22, , 12, 30, 13, 1
2014/2/23, , 8, 27, 8, 
2014/2/24, , 7, 18, 16, 1
2014/2/25, , 11, 26, 24, 2
2014/2/26, , 15, 21, 26, 2
2014/2/27, , 16, 24, 13, 
2014/2/28, , 11, 26, 8, 
2014/3/1, , 8, 30, 7, 
2014/3/2, , 5, 21, 7, 1
2014/3/3, , 8, 25, 13, 
2014/3/4, , 12, 17, 16, 1
2014/3/5, , 9, 22, 16, 1
2014/3/6, , 13, 24, 15, 
2014/3/7, , 20, 23, 19, 2
2014/3/8, , 32, 29, 24, 2
2014/3/9, , 33, 27, 17, 1
2014/3/10, , 38, 28, 25, 2
2014/3/11, , 37, 27, 25, 2
2014/3/12, , 39, 21, 19, 1
2014/3/13, , 25, 26, 28, 2
2014/3/14, , 39, 35, 32, 3
2014/3/15, , 50, 31, 30, 2
2014/3/16, , 53, 33, 13, 
2014/3/17, , 28, 31, 13, 1
2014/3/18, , 14, 37, 21, 1
2014/3/19, , 19, 31, 13, 
2014/3/20, , 17, 24, 18, 1
2014/3/21, , 19, 39, 25, 1
2014/3/22, , 24, 32, 14, 1
2014/3/23, , 20, 30, 7, 
2014/3/24, , 8, 27, 8, 1
2014/3/25, , 7, 26, 13, 
2014/3/26, , 10, 20, 14, 
2014/3/27, , 16, 25, 19, 1
2014/3/28, , 24, 32, 26, 
2014/3/29, , 27, 37, 23, 1
2014/3/30, , 23, , , 
2015/9/13, , , 27, 9, 
2015/9/14, , , 32, 6, 
2015/9/15, , , 27, 8, 
2015/9/16, , , 16, 16, 
2015/9/17, , , 27, 16, 
2015/9/18, , , 19, 13, 
2015/9/19, , , 28, 11, 
2015/9/20, , , 31, 8, 
2015/9/21, , , 22, 13, 
2015/4/13, , , 38, 18, 
2015/5/24, , , 35, 6, 
2015/1/1, , , 11, 21, 2
2014/10/27, , , 8, 13, 
2014/12/1, , , , 9, 
2014/12/22, , , 10, 13, 1
2014/8/17, , , 33, 7, 
2014/3/31, , , 48, 21, 1
2014/4/20, , , 33, 12, 
2014/1/6, , , 15, 17, 1
2014/1/9, , , 15, 21, 1
